beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
3.5,436,163,Amstel Light,Light Lager,2,2.5,2.5,2,BeerBelcher,2,"This beer is significantly better than other import lights like Becks Light (utterly wretched) and Heineken Light (stinks). Truth be told, I thought this was better than Sam Adams Light. The brown bottle of Amstel Light appears to do its job; this beer is in no way skunky in flavor or aroma which for a European mainstream pale lager should be celebrated as some kind of achievement! This beer has a light grainy aroma and flavor which is very light and watery, but not at all unpleasant. Color is somewhere between a Heineken Light and a Sam Light, but in no way remarkable. To be honest, I dont get any of these up-priced light beers. I do drink light beers at times, but when I do I drink Miller Lite...and of the ones Ive mentioned in this review, I cant say I will be switching from that preference for Miller Lite any time soon.",1182017701
3.5,436,163,Amstel Light,Light Lager,1,2,2,1,dacrza1,2,"12 oz. bottle in a Boags Premium pilsner glassbarnacles of bubbles cling to the bottom third of the glass after an overly effervescent head dissipatesfor how many Amstels Ive had, Ive never sessioned it before (I hear some snickers from my serious drinking friends)still, here goesthe tint is urine yellowthe aroma is unmistakable Northern European mass production, although some slivers of nostalgia are embedded in that smelland then, the tin-swift rush through the mouth. No palate to speak of. The consolationand insultof this lager is simply that it cries for some sort of bar food to interact with. Like ketchup, this beer shouldnt be enjoyed aloneoh well",1181954979
3.5,436,163,Amstel Light,Light Lager,2,1.5,3.5,1.5,Atron67,2.5,"Pours a yellow watery looking clear with light white foam that faded pretty quickly S- Smells like corn, maybe a little malt, not much else T- very simple, watery corn very light body, no complexity M- very light D- could drink alot but because there isnt much there,",1181432960
3.5,436,163,Amstel Light,Light Lager,2.5,3,2.5,2.5,Cyberkedi,2.5,"Color is a typical amber-gold, not much head. Smell is fairly substantial and malty. Flavor is malty and pleasant, not complex, a little watery but still palatable. For a light beer, this actually tastes pretty good - considerably better than any other light beer I've ever had. At least one feels as though one is drinking beer and not beer-flavored water!",1180226494
3.5,436,163,Amstel Light,Light Lager,2.5,3,3,2.5,Byeast,3,"Pours a clear pale gold, mild carbonation. Smell is of light grains and a hint of lime like smell, almost light struck. Taste is of course very light, but there is some light strawish grain and a hint of citrus zest. Its not a bad beer, quenched my thirst and did not offend. I probably won't be buying it though because of the price, and the low ABV.",1180199416
3.5,436,163,Amstel Light,Light Lager,3,2.5,3,2.5,KiltedCulinarian,3,"Pours a light golden colour with just a little too much head. Lacing was a tad spotty. A lot of carbonation up front, finishing out smooth with just a hint of bitterness at the very end. Went well with my bratwurst. Essentially omnipresent; if there is nothing better, i.e. at a baseball game or other such venue, this is my beer of choice.",1179103429
3.5,436,163,Amstel Light,Light Lager,2,2,2.5,1.5,sleazo,1.5,A-Pale golden yellow. Small head which leaves a soapy slick atop the beer. There is a steady stream of bubbles but no head. S-Not much smell to speak of. T is more of the same. Slightly bitter. Not much different than other mass produced euro light lagers. Defininite metallic twang. M- is seltzer like. Sharp bite to it. DJust uninteresting and boring though inoffensive.,1178163375
3.5,436,163,Amstel Light,Light Lager,2.5,2,3,2,coalcracker,2,"Appearance: light golden color that may be a shade darker than your Bud/Miller/Coors lights. Smell: 'Skunky' aroma with corn present. Taste: Grainy with corn as well. Tastes bolder than your usual light beer- think 'Heineken light'. Aftertaste is clean. Mouthfeel: A bit thin and astringent. Drinkability: Very drinkable for its ABV, though its signature taste turns me off just a bit for a session brew. Overall: A tad better than your usual lights.",1177789119
3.5,436,163,Amstel Light,Light Lager,2,2,2.5,2.5,TheManiacalOne,2,"Poured from a 12oz bottle into a pilsener glass. A: The beer is a pale gold color with a short white head that fades quickly and leaves a thick lace on the glass. S: The aroma is a little pungent with the typical macro smell of grain, corn and a very faint touch of hops. T: The taste is sweet and bready with flavors of light malts & corn. However, overall there really isnt a lot to it, which, I guess is what appeals those that drink it regularly as they can drink a beer without feeling like theyre drinking a beer. M: Smooth with a little crispness, light body, medium-to-heavy carbonation, clean finish. D: Not very tasty simply because theres not much to taste, goes down very easily, not filling at all, with a 3.50% ABV theres almost no kick but thats essentially what this style is for. However, there are definitely better light beers out there.",1175739970
3.5,436,163,Amstel Light,Light Lager,2.5,1.5,2.5,2.5,Drew966,2.5,"Amstel Light pours a light yellow with a white head from a brown twelve ounce bottle. The aroma is skunky. Light body and a skunky flavor, but not as intense as I would have imagined. Doesn't taste like much really, a little skunk toward the end. Not recommended.",1175390442
3.5,436,163,Amstel Light,Light Lager,2,3,2.5,2.5,stevete13,3,"One of the better light beers out there, but that is still not saying much. Fully golden but practically without any head/a bit soapy if anything. Very fresh, lightly citrusy nose. Naturally rather light-bodied, not much malt, but a small, short, dry finish. And again some weak citrus in the flavors. Actually a rather pleasant surprise.",1172522924
3.5,436,163,Amstel Light,Light Lager,3,2,2.5,4,Schwarzbart,2.5,"Appearance: Very, very pale straw color. Almost looked watery. Luckily the head was a little creamy and appealing. Smell: Like all light beers. Adjunct malts and a corn smell. Taste: Like many light beers, but not annoying. Not much to taste, but it goes done easy, almost like water. Mouthfeel: Light and creamy. A nice texture. Drinkability: If I want to drink a lot, I could drink some of these.",1172024927
3.5,436,163,Amstel Light,Light Lager,2,2,3,3,jaydanahy,3,"12oz brown bottle- Amstel Light was a pale yellow color with a white head. The head was around briefly. The aroma was typical mass-market light beer malt and grain. The taste was light and and had a dry finish. It had medium carbonation. Drinkability was average. It's very average overall for mass-market beer, an acceptable alternative if at a sporting event or bar that lacks interesting inventory.",1171805725
3.5,436,163,Amstel Light,Light Lager,3,2,3,3,pumarocks,3,"A average light beer. Can you believe it retails at nearly $8/sixer? Not really worth it to me. Anyway, it is a drinkable beer with a bright white head and a skunky smell akin to Grolsch or Heineken. Mouthfeel is near water levels. Not abad for a light beer but nowhere near Sam Adams Light.",1170187140
3.5,436,163,Amstel Light,Light Lager,3,3,3,3,dshockey,2.5,"Poured a light golden straw, with a big fluffy white head. Looks like a macro. Smell is light grainy malts with a touch of spicey hop. Taste follows throuhg, light and grainy, mild bitterness, perhaps a touch spice. mouth feel is thin and a touch water with normal carbonation. Drinkable, but not worth the price.",1169004035
3.5,436,163,Amstel Light,Light Lager,2.5,1.5,1.5,3,MrHurmateeowish,1,"What can I say about this one? A little malt and a little hop bite, but skunk and cooked vegetable dominate both the aroma and the flavor, and the drinkability suffers as a result. The mouth feel is a bit better than many light lagers, though not much. Honestly, you'd be better off getting a Bud Light. I'd rather have something that tastes like water than something that tastes this bad. I'd say I had a bad bottle, but the last bottle I had of this a couple years ago was just as bad. I figured my palate has changed a bit since then, so perhaps I'd re-try it. I'm glad I did, but I was not impressed with this brew (still), unfortunately.",1166931500
3.5,436,163,Amstel Light,Light Lager,3,2.5,3,2,mmmbeer,2,"12 oz. bottle with no freshness date. It pours into the pilsner glass a crystal-clear pale gold with light carbonation and a finger of white head that leaves little lace. The aroma is quite light and macroish with maybe a touch of hops and the flavor is just as bland, with maybe some corn but no trace of hops.The body is light and tingly, drying, with a short finish. Overall not much more than carbonated alcohol water. Might as well drink something from BMC instead of paying for this import.",1166689232
3.5,436,163,Amstel Light,Light Lager,3,3.5,4,3.5,zuggy9,3.5,"I typically avoid light beers, but this one I'll make an exception for. A rather typical light pale yellow color with not much of a head that lingers a bit. A light grainy smell and a hoppy grainy flavor, quite pleasant really. It's well carbonated but is clean and good. It's good with a heavy meal or when you are trying to watch your calories.",1166676057
3.5,436,163,Amstel Light,Light Lager,3.5,2,2.5,3.5,joeldtaylor,2.5,"A - A thin yellow-gold color that was clear as many light lagers are. Head was nothing to write home about but it did leave a very very slight lacing. S - Grainy. Not much. T - Grainy with a slight hopiness. No malt to speak of here. M - Crisp and carbonated but not as clean as some other light beers that I have tasted. Decent, nonetheless. D - If you are the market for a light beer, this wouldn't be the worst choice you could make. Possibly a good thirst quencher.",1166161870
3.5,436,163,Amstel Light,Light Lager,3,3,4,3.5,jmbranum,3.5,"Pale light gold clear beer with a smallish white head that is rather attractive while it lasts. Very little aroma (just a hint of grassy malt and some hops), but the flavor is more robust than expected. A nice crisp flavor that reminds me of grass and hay with a tiny bit of floral and bittering hops. The mouthfeel is also pretty crisp. Not a terribly substantial beer, but compared to other light offerings this isn't bad at all. I should also say that this isn't my favorite style of beer, however since I'm on a low-carb diet right now I thought I would give it a try (at 5.8g of carbs, I can afford to drink two beers in a day instead of only one regular beer). For a light lager, it is definitely above average and was a pleasant surprise. I think the ads are right. It is the ""beer drinker's light beer.""",1165782823
3.5,436,163,Amstel Light,Light Lager,3.5,3.5,3.5,3.5,BrianCavtanker,3.5,"If you want a good ""diet"" beer, this is the one for you. It's very not bad in the flavor department, and it's healthier than a can of Dr Pepper. Seriously, it has 0 fat, and only around 85 calories. It is good especially in the summer at BBQ's and other functions. Great at tailgate parties and other sporting events. Solid flavor will keep you a regular customer.",1163599437
3.5,436,163,Amstel Light,Light Lager,2,1,1,3,alysmith4,1,"To this date, this is the only beer that I simply cannot stomach. I think it tastes awful, like burnt grass and straw. The smell is horrible too, like putrid sour mash. The beer tastes extermely watered down, and has no flavoring what-so-ever. The one I tried didn't even pour like a regular beer, had no head and very little carbonation. If you're watching your calories and drinking ""light,"" you may as well save on taste and have a glass of water.",1163474520
3.5,436,163,Amstel Light,Light Lager,2.5,2.5,2.5,2,afinepilsner,2,12oz brown bottle Amstel Light was a clear pale yellow color with a white head. The head stuck around a little while with a little spotty lace. The aroma was light malt and grain. The taste was light and grainy with a dry finish. It was light bodied with medium-high carbonation. Drinkability was below average. I won't be wasting money on this one again.,1163195849
3.5,436,163,Amstel Light,Light Lager,4,3,3.5,3.5,BeerSox,3,"12oz bottle into pilsner glass Ultra mega clear light hay color. Relatively large head considering the style. It also had good retention, and sticky lacing. Very light smells, almost completely clean. Hints of husky malts, almost no hop smells. Very light malt flavors. Only a bit of hop flavor to compliment the bit of malts. Watery, but not bad for a light beer. No aftertaste. Pretty much your standard Light Lager. Not bad for the style, no bad flavors or aftertaste. If you like the style then you can probably settle with this, however it is a little pricey, so a similar domestic would probably be the better path.",1160800060
3.5,436,163,Amstel Light,Light Lager,3,1.5,1.5,1.5,goschool,1.5,"I had to go to a baby shower this afternoon. First, it's a baby shower and second, there were two good music festivals in the Los Angeles area. At least they had Amstel Light. The pour is the only part of this beverage that resembles beer. It's a watery amber with a cream colored head. The nose has a faint scent of grain and a hop aroma that would be overpowered by a Pliney the Younger resting fifty feet away, up wind. The taste has much more in common with soda water than beer. Have you ever tried one of those vitamin waters? This tastes like pilsner-flavored sparkling vitamin water, only with less flavoring. All and all, the shower wasn't so bad.",1160290885
3.5,436,163,Amstel Light,Light Lager,2.5,2.5,3,2.5,teg8612,2.5,"A- Straw colored yellow, a light version of a pale ale. Lacing is low. S- Typical import lager smell. Has a touch of cooked veggies. T&M- Malt is thin with some grain and husk flavors. Hop bite is okay and leaves a crisp, clean finish with minimal aftertaste. D- For a light beer, it is okay but I would just stick with a light, crisper style before moving to this on a regular basis. A good kolsch or helles is a better choice. This can be expensive so just go for the good stuff.",1159449620
3.5,436,163,Amstel Light,Light Lager,3,2,3.5,3,kimcgolf,3,"I think this beer is getting poor ratings in part because of the thinking that since it is well-advertised, it must suck. It is definitely a light beer with little aroma, and a thin body, but has an okay taste and leaves a pleasant finish. While I have had many beers that are better, this is not a bad beer, especially when a wide variety is not available.",1158713044
3.5,436,163,Amstel Light,Light Lager,1.5,1.5,3,1.5,AustinBeerLvr,1.5,"What can I say about this beer. It's expensive, has hardly any taste at all, and the mouthfeel has to be one of the thinnest beers I have ever had. The real drawback to this beer is the price. Honestly, I would drink other mass produced lagers out there that are half the price any day over this, as there are brews that are half the price that taste a whole lot better. The only thing I tasted in this brew was a slight grain flavor with just a hint of hops. Not much really there. The only bright side is the beer doesn't really have any off flavors; again, there really isn't much flavor there at all. The worst part is the mouthfeel. Way too watery and thin, even for a light beer. This beer actually reminds me of a watered down cocktail. Not recommended.",1158468503
3.5,436,163,Amstel Light,Light Lager,2,2,1.5,2,andjusticeforale,1.5,"Had this froma can yesterday at a golf tournament. Beer is a living thing. We just can't have reviews that center only on a beer in its own exact glassware in the perfect season in the perfect mood wearing that beer's logo t-shirt within 2 miles of the brewery... etc. Anyway, I poured it into a plastic cup, it had no noticeable head, it was pale and orange. The first taste was super thin, watery, and tasted light bitter carrots. The bitterness was not hop bitterness, mind you, but some ungodly funk that is supposed to make the beer feel BIGGER. This tasting confirms my previous suspicions. This beer is sold to yuppie types under the false pretense that it is a ""classy"" alternative to american macro lite beers, but in fact- it tastes far worse in my opinion, and does not quench the thirst. This is not to slam this beer. just to erase a terribly false perception. (THis beer was so bad that a draft michelob afterward tasted great by comparison.)",1158062802
3.5,436,163,Amstel Light,Light Lager,2,1.5,2,2,TechMyst,2,Container Volume: 355ml Container type: bottle Fresh: y Purchased @: anywhere Cost: expensive Head: none Lace: none Color: pale yellow Aroma: tinny Mouthfeel: light Palate: curls the tongue Taste: They managed to get a light beer to taste more like watered down pale American lagers than watered down pale European pilsners. Conditions: Mowing/Working on car- n With Friends- n Sipping- n Get my buzz on- n,1158044475
3.5,436,163,Amstel Light,Light Lager,3,3.5,3,3.5,31thadrty1,3.5,Amstel Light is probably one of the best light beers i have ever had. Out of the bottle it is one of the best tasting macro brews ever. It's mouthfeel is what put me on the bandwagon. It didn't feel like you were swallowing a midget. Like some light beers do.,1157869654
3.5,436,163,Amstel Light,Light Lager,3,3,3.5,3.5,cbros,3.5,"This is hands down the best of the bunch when it comes to macro brew light beers. If you close your eyes it almost feels like you are drinking a 'regular' beer. The appearance, smell, and taste are all average. But compared to the other light beers Amstel Light has the highest drinkability. It seems like you are drinking a beer not a watered down version of one.",1156544819
3.5,436,163,Amstel Light,Light Lager,3,2.5,4,3,veech,3,"This is a better alternative than most domestic macro light lagers. It is light across the board in aroma, taste and mouthfeel, but the drinkability is better than average. Heineken is far from a favorite of mine, but Amstel is reasonably drinkable especially in hotter climes. A decent option if you find yourself with no other alternatives, but not much more than that.",1155871713
3.5,436,163,Amstel Light,Light Lager,3,3,3.5,3,cdubb,3,"first of all, my rating has mainly to do with the drinkability. this is great everyday, quantity drinking lager. it is very clean, with no extreme pungent taste. that is one reason i don't drink it very often because the lack of loaded flavors. it also appeals to me as an american domestic, just not as skunky. very easy to drink and enjoyable for a light lager.",1155368812
3.5,436,163,Amstel Light,Light Lager,2.5,2.5,2.5,2,ghostmech007,3.5,"Drinkability is good, specially for those hot days. A golden colour of course. You can see right throught it but that is expected of a light beer. Little head and no lacing. It didn't wow me in the smell judging. It smelled like every other beer like it. Hops and barely. Wow. I'm so exicited to drink this. Not. It tasted like I just had a spoon full of bread. Corn, barely and hops of course but that was it. For a light beer it was actually pretty heavy. But other then that it was a light beer. In my mouth it was refeshinting, just like water which is what it tasted like. Water. It would be refeshing after I just mowed the lawn or somethign like that but nothing special. This is one you would just have for the hot, long days. Maybe if you didn't want to break the bank. Overall, barely passed. Good for partys in your colllege days. Not so good now.",1155367682
3.5,436,163,Amstel Light,Light Lager,3,3,3,3,jettjon,3,"Into the pilsner, clear yellow-gold with a few bubbles beneath a thick white spit head that fades quickly leaving no real lacing. Pretty mundane appearance. Nose is typical Euro-lager: citrus, yeast, and mild malt. Taste dominated by citrus and bready malt. Finishes up dry with a bit of mild hops. Mouth is watery with mild carbonation. Drinkability is very average, in the lawn-mowing beer realm. Overall: This is your typical, garden variety light Euro lager. No need to bother. Edit: Oops, this beer is so forgettable that I reviewed it twice in a month and didn't realize it. That should speak volumes.",1155341557
3.5,436,163,Amstel Light,Light Lager,3.5,2.5,4,3,MusicmanSD,2.5,"Amstel is better than most macro's light beers, but it honestly just tastes like a watered down Heineken. Maybe its the yeast, who knows. Anyways, appearance is actually quite good for a light beer. It looks like a Czech pilsner somehow. The smell is all malt, a little on the adjuncty side, but not American-like. The taste is watery, malty, and not pleasing. This beer has no hope presence at all. The mouthfeel is on the watery side, but much better than the other light beers out there, sans Beck's and the new Hein light. Drinkability is great. Definitely beats the Rodney King out of American light beers, however, it is watery and low in alcohol.",1155184275
3.5,436,163,Amstel Light,Light Lager,2.5,3,4,3,robocrouch,3.5,"Poured into my pint glass a clear amber color, with a small head. Smelled a hint of sweet. Taste was not too shabby. The drink ability of this is good. It would be great to chug one or two of these down with a brat. Overall for a Light Lager it wasn't half bad.",1155081469
3.5,436,163,Amstel Light,Light Lager,2,2,2,2,fido,2,"This beer pours a clear golden color, medium sized head, no lacing; Smell is of light hops and little bit skunky; Taste is grainy, some corn, and hops; Mouthfeel weak and watery; Refreshing but not very flavorful; Drinkability is good, specially for those hot days. Salud!",1154143367
3.5,436,163,Amstel Light,Light Lager,2,2,2,2,aquatonex,2,"Was on special at Friday's, figured I'd give it a shot. Pours light piss colored, slight swirls of head. Lightly carbonated. Smell is immediately skunky with light notes of 'beer', but not much else. Taste is also rather like bitterish seltzer, but the taste isn't so bad as to not be drinkable. Mouthfeel? It's a light beer and goes down like one. All in all, I've had better light beers, but it could be worse.",1152675333
3.5,436,163,Amstel Light,Light Lager,1.5,1,2,2,Noobster,1,"It looks pale and kind of amber, with a small head and low carbonation. It smelled horrible, very skunky and not pleasant to the nose. The smell overwhelmed my senses and should have been a hint to not drink it. It tasted horrible, the only redeeming factor about it is that it goes down easy. People tell me it tastes like heineken but i couldnt taste that, Heineken might have that bitter pull on the backend but it still tastes good. The reason the mouthfeel and drinkability are at 2 is that it feels ok in the mouth and goes down easy, but the smell and taste kill it for me",1152003454
3.5,436,163,Amstel Light,Light Lager,2,1.5,1,2.5,jmdrpi,2,"12 oz can, no clear bottling date. appears a super pale golden color, fizzy white head that quickly fades to nothing. aroma reaks of that typical adjuct smell. bland corny and pale malt flavor. no hops. bearable when cold, but goes downhill way fast as it warms. body is thin and fizzy. ug. ""the beer drinker's light beer"" this is not. avoid!",1317093007
3.5,436,163,Amstel Light,Light Lager,3,2.5,3,2.5,shealoftus14,3,"Expected better than what I got. Wasn't too bad but not my type of beer. Didn't like the aftertaste. The flavor is only slightly better. A little light grain and the slightest hint of hops. Very weak in my eyes overall. It pours a clear, light yellow body. Good white head initially, but it fades quickly and leaves nothing behind. Very light aroma of lager yeast and a touch of grain. Not much going on.",1316998991
3.5,436,163,Amstel Light,Light Lager,1.5,2,2.5,2,drowninginhops,2.5,So bad it does not deserve a full review. Looks like carbonated water with added beer color white head that was not there when I put the bottle down. way too fizzy. Hazy gold in color taste and flavor are flat zero watery Craaaappy save your money.,1316812960
3.5,436,163,Amstel Light,Light Lager,3,2,1,1,ChicagoHopHead,1,I bought a 12 pack based on their motto that it is a beer drinkers light beer. It took me over a month to drink the 12'er. It became my beer of last resort. God awful front end and back end taste. This is garbage. I would not recommend this beer and have told many to avoid.,1316123644
3.5,436,163,Amstel Light,Light Lager,2.5,2,2.5,2.5,FanofHefe,2.5,"Bottle poured into a pint glass. No dating present. Clear, light yellow body. Good white head initially, but it fades quickly and leaves nothing behind. Very light aroma of lager yeast and a touch of grain. Not much going on. The flavor is only slightly better. A little light grain and the slightest hint of hops (noble?). Very weak overall. Nearly the same consistency as water. I did not find this beer offensive, but it was not very good either.",1315350469
3.5,436,163,Amstel Light,Light Lager,1.5,1,1,1.5,crossovert,1,"Randomly found this in a cooler in my garage. At first it was like hm this is sort of like carbonated water, not beery but not bad, but then it just flew off the rails. It is a clear gold. Taste and flavor are near nil. Watery, not as good as mineral water. Crappy beer. Not worth buying, it sucks.",1314847810
3.5,436,163,Amstel Light,Light Lager,2.5,1.5,1.5,1.5,nickd717,1.5,"Bottle review dated 12/19/2008. Gag me. This beer shows how uninformed a lot of people are. It costs more because it is an ""import."" The fact is that it is really just a Dutch version of Bud Light. It sucks. Pale golden color with a small fizzy white head. Adjunk aroma. Amstel Light is slightly malty relative to its American low-end brethren, with hints of dirt, cast iron, and general badness. Unpleasant bitterness and a touch of metal. Unexciting mouthfeel. Terrible aftertaste.",1314121734
3.5,436,163,Amstel Light,Light Lager,2.5,2.5,1,2.5,mikeg67,1.5,"Bottle. Pours straw hue with a lasting white head that leaves a good amount of lacing. Nose is light grassy hay that reminds me of a standard European macro. Light, watery body. Unpleasant bitter taste probably from hops extract. I finished the bottle only because I had to flush a sandwich with something.",1313930502
3.5,436,163,Amstel Light,Light Lager,2,2,2,3,kylehay2004,2,"A: Straw yellow and very clear. 2 finger head rapidly dissipates. S: very malty, sour aroma. T: Bitter hops, corn and malts add to the sweetness. M: Light as it gets. Crisp, refreshing beer. Overall: Light beers are why I thought I didn't like beer in my early drinking days. But I want to try as many as I can and light beers are still beers.",1313025136
3.5,436,163,Amstel Light,Light Lager,3,2,2.5,2.5,BEERME528,2.5,"As you can imagine, it seems to be a watered down version of Amstel. Any head that forms will vansish quickly. Distinguishing smells are not there, and the taste is not noteworthy or special. A very typical macro brew. It comes in plastic liters in parts of Europe so that was convenient.",1312377222
3.5,436,163,Amstel Light,Light Lager,4,4.5,4.5,4,RBorsato,4,"Bright yellow straw color with a decent to low white head and decent-good carbonation. Light hop, light adjunct, and light malt aroma and flavor ... see a theme here ? :-) Tastes like a baby Heineken. LIght-medium bodied and fairly smooth with a decent finish for a lighter beer. Call me a choad but I reviewed this for what it was ... a light beer... A very nice low calorie alternative to the light American varieties... only drawback is $. Per label: Since 1870. 95 cal, 5g Carb, 1g Prot, 0 Fat.",1151427281
3.5,436,163,Amstel Light,Light Lager,2.5,2,1.5,2,Gruntlumber,1.5,"As much as I would like to believe this is better then BMC Light, it isn't. Simply add an off-putting skunky import wang to any typical light beer and you have Amstel Light. Yes, I know the skunkiness is the unique component to all those ""great"" import lagers, but Amstel is just plain worthless. At least with Bud Miller Coors you get a beer over 4% ABV. And to pay a premium for this stuff? Nah.",1150750009
3.5,436,163,Amstel Light,Light Lager,4,3,4.5,3.5,Brew1Up,3,"As a avid beer drinker and bartender, I sample many of the beers which come into our bar. I must admit I like the bold taste of darker beers, but the Amstel light had a good smell and left no ""aftertaste"". I would regard it as a good beer overall.",1150227137
3.5,436,163,Amstel Light,Light Lager,2.5,3,3.5,3,AChamberlain,3,"Every time my cousin would drink this in college, he would scream into my ear ""MOST POPULAR BEER IN NEW YORK CITY."" I don't think it is anymore, but people used to love this stuff. This was most likely due to the Atkins craze that swept the nation. That aside, it's not great. The flavor is beer-flavored water, with a slight skunky aftertaste. It's easy to drink, you have to give it that, but nothing stands out about this beer.",1150226701
3.5,436,163,Amstel Light,Light Lager,2,2,2,1.5,jwc215,1.5,"Poured a light yellow with a quickly disappearing head. The smell was of corn and vegetable oil. This tasted like any other typical macro light. I think that it is the concept of ""imported"" that makes it seem better than the average macro light. I think people drink this to give people the impression that they are drinking something above average when, in reality, it tastes the same as any other light macro. In other words, like nothing but vegetable with some skunk.",1149316167
3.5,436,163,Amstel Light,Light Lager,2,2,3,2.5,supercolter,1.5,"A- yeah so slightly gold, very slightly, almost no head or carbonation, little to no visible lacing S- All I could smell is malt and a very slight hint of lemon or lime T- The lightest beer I have ever drank, some malt taste and a bit of citrus at the end, not enough to bite, but just enough to finish skunked M- too light, some carbonation that gave it a bit of life D- if i was doing a keg stand, this would be the beer, but hard to swallow when drinking slow",1148101808
3.5,436,163,Amstel Light,Light Lager,3,3,2.5,2.5,rhoadsrage,3,(Served in an American pint glass) A- This beer has a straw yellow body with a thick creamy white head that boils into a rocky head and a big carbonation of big bubbles. S- The light smell of sulfur and green noble hops come through in the smell. T- The light taste of dry pale malt finishes with a bitter noble hop and a carbonic bit. There is a faint sulfur note that comes through the malt. M- This beer has a light mouthfeel with a big fizzy texture. The texture is also a bit watery in the beginning of the sip. D- It is a light lager with all the clean cut flavors and smoothness. Not that exciting but maybe on a really hot day at a baseball game it would taste better.,1147662463
3.5,436,163,Amstel Light,Light Lager,2.5,1.5,2,2.5,Ski39Off,2,"Appearance Light yellow-gold, medium sized head, no lacing. Nose light hops, vegetable sweetness, and yes skunk Taste distinctly mineral components, light hops, grainy corn, chemical Difficult to break down, its not entirely unpleasant, but its not something Ill buy if I have other choices.",1147654162
3.5,436,163,Amstel Light,Light Lager,2,2,1,1,therickguy78,1,"I heard from somewhere that this was Colin Farell's favorite beer. Well, there is no accounting for taste. Simply put: bland and boring. At my first drink, I knew that I wasn't going to like it. My wife told me to stop drinking it if I didn't like it, but I explained to her that if I did that it would be dis-respecting the beer. I wanted to give it my honest opinion. It was bitter and a little too bubbly on the tounge. There wasn't much in the way of taste either. I could taste a musky aroma in my mouth after drinking it that wasn't pleasant either. I wish I could have stopped drinking it, but like I said... that would be dis-respecting the beer.",1147157053
3.5,436,163,Amstel Light,Light Lager,3,1.5,4,2,palffyfan,3,"Appearance - Straw yellow color with mild carbonation. Looks refreshing. Almost no head. Smell - Some odd semi-processed smell with something else trying to break through. I was disappointed as I kept drinking more because I had to smell the beer everytime I took a sip from my pilsner glass--the smell wore on me. Taste - Went down smoothly with a mostly hoppy taste and the slightest hint of bitterness at the end. Tastes kind of average to me for a macro--nothing distinct, yet drinkable. Drinkability - I would consider drinking this occasionally if it wasn't for the steep price. This beer is like the Miller Lite of Holland, average at best. Otherwise, should be pretty drinkable.",1146382086
3.5,436,163,Amstel Light,Light Lager,2,1,2,1.5,akajimmyd,1.5,"Appearance Big carbonation leads to a big white fluffy head. Very pale straw color. Smell Strong astringent smell. Some straw. Taste Very watery. Some faint bready malts. Nothing really here. Mouthfeel Like most cheap beers its watery, thin and over carbonated. Sweet, dry and fizzy. Drinkability I have never liked this beer, even before I started drinking a better variety. Below average even for the style.",1146109605
3.5,436,163,Amstel Light,Light Lager,2.5,3,3,3,Sosh,3,"With food I think this beer would be fine, but there's nothing by itself to really make me want to fork over extra money when I'm just having a beer on a hot day. It is better than a lot of light lagers, but I'm not running out to get this beer again anytime soon.",1146088898
3.5,436,163,Amstel Light,Light Lager,3.5,3.5,2.5,3,scaliasux,2,"Appearance - Crystal clear, light gold with a frothy white head that quickly dissapates. Some lacing. Maybe a notch above average for style. Smell - Stronger than most lights, i.e. you can actually smell this. Aroma itself is nothing special - regular macrolager maltiness. Slightly above average simply because it's detectable Taste - Very crisp and dry because this is very watery. Just a hint of malty sweetness and just a little lemony hops - balanced. Malt tastes toasted or maybe just corny, different from American macrolager. Almost seems like this could be a quality lager if not so watered down. Definitely tends toward the low-carb, low-flavor side of the light lagers. Mouthfeel - Watery and highly carbonated like one would expect. Drinkability - This one loses a point for being pretentious. Pretty decent light lager, especially considering how low-cal and low-carb it is. Several notches above Michelob Ultra.",1145738271
3.5,436,163,Amstel Light,Light Lager,2.5,3,2.5,1.5,bignick,3.5,"12oz bottle consumed at work (I have a cool job). This beer pours the same as anyother beer of the style: straw yellow. The moutfeel is very thin, but there is substantial hops (again for the style) to go along with an upfront sweetness. This is not a good beer, but it is not a bad light lager.",1145159944
3.5,436,163,Amstel Light,Light Lager,4,3,4.5,4,MrSeth,3.5,"Appearance: Pours with a crystal clear golden body and a white head. Some retention of foam and some bubbly can be seen. Smell: Whoa! Never stopped to smell this stuff.. skunky, maybe some vague malt wiffs. Taste/Mouthfeel: Starts with maltiness that's not sweet at all. The hops seem a bit weak with a short finish, but there's almost no aftertaste as a result. Drinkability: High. A beer for people who don't really like beer? Hey, say what you want about Amstel Light, I'd rather have one of these at a bar without craft brews than most of the other corporate products out there.",1143584825
3.5,436,163,Amstel Light,Light Lager,2.5,3,3.5,3,squish059,3.5,"an average beer at best. this drink has a light color almost yellow. the smell was a grainey citric hop blend. the felt nice on the tongue mostly liked to citrus mist . not too sweet but not very bitter, a better alternative to corona. worth trying again but probably not my first choice.",1143502843
